Station,Band Size,Bander,Recorder,Capture,Res vs Mig,Time,Net,Band #,Species,Chord,Flat Wing,Tail,Fat,BP,CP,B-molt,P-molt,S-molt,T-molt,Skull,Age,How aged,How aged,Sex,How sexed,How sexed,Weight,Month,Day,Year,Culmen,Bill Width,Notes
BARR,0A,MM,KF,1,m,720,Z3,2790-34313,WIWA,55,,48,0,,,N,N,N,N,,2,1,,F,P,,6.6,9,8,2016,,,
BARR,R,MM,MM,2,m,850,19,2790-34313,WIWA,,,,0,,,,,,,,,,,,,,6.6,9,8,2016,,,
BARR,0A,MM,FK,1,m,720,3A,2790-34314,WIWA,59,,52,0,,,N,N,N,N,,2,1,,M,P,,7.1,9,8,2016,,,
BARR,R,MM,JT,2,m,1040,5,2790-34314,WIWA,,,,,,,,,,,,,,,,,,,9,14,2016,,,
BARR,0A,MM,KF,1,m,720,3,2790-34315,WIWA,57,,49,0,,,N,N,N,N,,2,1,,F,P,,6.9,9,8,2016,,,
BARR,0A,MM,ES,1,m,720,6,2790-34316,WIWA,58,,49,0,,,N,N,N,N,2,2,,S,M,P,,7.8,9,8,2016,,,
BARR,0A,MM,ES,1,m,720,8,2790-34317,WIWA,54,,58,0,,,N,N,N,N,,2,1,,F,P,,7.4,9,8,2016,,,
BARR,0A,MM,ES,1,s,720,20,2790-34318,HOWR,51,,44,0,,,3,N,N,N,,2,1,,U,,,10.3,9,8,2016,,,
BARR,R,MM,ST,2,s,840,Z2,2790-34318,HOWR,,,,0,,,3,N,N,N,,,,,,,,9.9,9,11,2016,,,
BARR,0A,MM,JM,1,m,720,N1,2790-34319,WIWA,54,,49,0,,,N,N,N,N,,2,1,,F,P,,7.5,9,8,2016,,,
BARR,0A,MM,JM,1,m,720,6,2790-34320,WIWA,58,,50,0,,,N,N,N,N,,2,1,,M,P,,7.3,9,8,2016,,,
BARR,0A,MM,JM,1,m,750,8,2790-34321,WIWA,54,,48,0,,,N,N,N,N,,2,1,,F,P,,6.7,9,8,2016,,,
BARR,0A,MM,KF,1,m,820,,2790-34322,WIWA,55,,49,0,,,N,N,N,N,,2,1,,F,P,,7.2,9,8,2016,,,
BARR,R,MM,VM,2,m,810,8,2790-34323,WIWA,,,,2,,,,,,,,,,,,,,7.9,9,10,2016,,,
BARR,0A,MM,KF,1,m,820,5,2790-34323,WIWA,56,,47,0,,,N,N,N,N,,2,1,,F,P,,7.3,9,8,2016,,,
BARR,0A,MM,KF,1,m,850,6,2790-34324,WIWA,58,,54,2,,,N,N,N,N,,2,1,,M,P,,8.6,9,8,2016,,,
BARR,R,NG,MG,2,m,740,Z1,2790-34325,WIWA,,,,2,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,KF,1,m,850,19,2790-34325,WIWA,56,,50,1,,,N,N,N,N,,2,1,,F,P,,7.4,9,8,2016,,,
BARR,R,MM,ST,2,m,1010,11A,2790-34325,WIWA,,,,2,,,,,,,,,,,,,,8.5,9,11,2016,,,
BARR,0A,MM,JM,1,m,850,8,2790-34326,WIWA,59,,49,0,,,N,N,N,N,,2,1,,M,P,,7.7,9,8,2016,,,
BARR,R,MM,ST,2,m,740,14,2790-34327,WIWA,,,,0,,,,,,,,,,,,,,7,9,11,2016,,,
BARR,0A,MM,JM,1,m,950,8,2790-34327,WIWA,53,,47,0,,,N,N,N,N,,2,1,,F,P,,7,9,8,2016,,,
BARR,0A,MM,ES,1,m,1020,19,2790-34328,WIWA,55,,47,0,,,N,N,N,N,,2,1,,F,P,,7,9,8,2016,,,
BARR,0A,MM,ES,1,m,950,E2,2790-34329,HAFL,69,,56,0,,,N,N,N,N,,2,1,,U,,,11,9,8,2016,7.3,4.4,P10>P5
BARR,R,MM,ST,2,m,740,6,2790-34330,WIWA,,,,,,,,,,,,,,,,,,7.7,9,11,2016,,,
BARR,0A,MM,KF,1,m,1050,N,2790-34330,WIWA,56,,48,0,,,N,N,N,N,,2,1,,F,P,,7.7,9,8,2016,,,
BARR,0A,MM,FH,1,s,700,6,2790-34331,HOWR,51,,43,0,,,3,N,N,N,,2,1,,U,,,10.6,9,9,2016,,,
BARR,0A,MM,FH,1,m,700,BN,2790-34332,AMRE,62,,55,0,,,N,N,N,N,,1,A,,F,P,,8.3,9,9,2016,,,
BARR,R,MM,VM,2,m,750,19,2790-34332,AMRE,,,,0,,,,,,,,,,,,,,8.6,9,10,2016,,,
BARR,0A,MM,FH,1,m,700,5,2790-34333,WIWA,59,,49,0,,,N,N,N,N,,1,A,,M,P,,7.1,9,9,2016,,,
BARR,R,ES,JM,2,m,810,7,2790-34333,WIWA,,,,1,,,,,,,,,,,,,,9.1,9,27,2016,,,
BARR,R,MM,JR,2,m,1150,6,2790-34333,WIWA,,,,3,,,,,,,,,,,,,,10.3,9,30,2016,,,
BARR,0A,MM,FH,1,m,700,,2790-34334,WIWA,58,,47,0,,,N,N,N,N,,2,1,,M,P,,8.3,9,9,2016,,,
BARR,0A,MM,PC,1,m,700,19,2790-34335,WIWA,54,,48,0,,,N,N,N,N,,2,1,,F,P,,6.9,9,9,2016,,,
BARR,0A,MM,PC,1,m,700,E1,2790-34336,OCWA,61,,47,0,,,N,N,N,N,,1,A,,F,P,,8.5,9,9,2016,,,
BARR,R,MM,PC,2,m,1130,N,2790-34336,OCWA,,,,1,,,,,,,,,,,,,,9,9,9,2016,,,
BARR,0A,MM,CC,1,m,700,BN,2790-34337,DUFL,70,,63,0,,,N,N,N,N,2,2,,S,U,,,11.6,9,9,2016,,,
BARR,0A,MM,CC,1,m,700,BN,2790-34338,OCWA,58,,47,0,,,N,N,N,N,2,2,,S,F,P,,,9,9,2016,,,
BARR,0A,MM,CC,1,m,730,4,2790-34339,WIWA,55,,47,0,,,N,N,N,N,,2,1,,F,P,,7.7,9,9,2016,,,
BARR,R,MM,ST,2,m,710,6,2790-34340,WIWA,,,,0,,,,,,,,,,,,,,6.6,9,11,2016,,,
BARR,0A,MM,CC,1,m,730,7,2790-34340,WIWA,50,,49,0,,,N,N,N,N,,2,1,,F,P,,6.7,9,9,2016,,,
BARR,R,NG,MG,2,m,740,6,2790-34340,WIWA,,,,0,,,,,,,,,,,,,,,9,13,2016,,,
BARR,R,MM,VM,2,m,750,19,2790-34340,WIWA,,,,0,,,,,,,,,,,,,,6.7,9,10,2016,,,
BARR,0A,MM,CC,1,m,730,7,2790-34341,WIWA,56,,48,1,,,N,N,N,N,,2,1,,F,P,,7,9,9,2016,,,
BARR,0A,MM,CC,1,m,730,19,2790-34342,OCWA,61,,49,0,,,N,N,N,N,,1,A,,M,P,,7.6,9,9,2016,,,
BARR,0A,MM,CC,1,m,800,18,2790-34343,WIWA,54,,46,0,,,N,N,N,N,,2,1,,F,P,,7.1,9,9,2016,,,
BARR,R,MM,VM,2,m,710,6,2790-34344,WIWA,,,,0,,,,,,,,,,,,,,7.6,9,10,2016,,,
BARR,R,NG,MG,2,m,740,6,2790-34344,WIWA,,,,2,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,CC,1,m,900,19,2790-34344,WIWA,54,,49,0,,,N,N,N,N,,2,1,,F,P,,7.2,9,9,2016,,,
BARR,R,MM,JT,2,m,1140,5,2790-34344,WIWA,,,,2,,,,,,,,,,,,,,8.2,9,14,2016,,,
BARR,R,MM,VM,2,m,710,N,2790-34345,DUFL,,,,0,,,,,,,,,,,,,,10,9,10,2016,,,
BARR,0A,MM,CC,1,m,900,20,2790-34345,DUFL,65,,59,0,,,N,N,N,N,,2,1,,U,,,10.3,9,9,2016,7.4,4.8,
BARR,0A,MM,CC,1,m,1000,2,2790-34346,WIWA,61,,53,0,,,N,N,N,N,,1,A,,M,P,,7.6,9,9,2016,,,
BARR,0A,MM,CC,1,m,1000,2,2790-34347,WIWA,55,,50,2,,,N,N,N,N,,2,1,,M,P,,7.5,9,9,2016,,,
BARR,0A,MM,CC,1,m,1000,N,2790-34348,WIWA,54,,49,0,,,N,N,N,N,,2,1,,F,P,,7,9,9,2016,,,
BARR,0A,MM,CC,1,s,1030,7,2790-34349,HOWR,50,,46,0,,,3,N,N,N,,2,1,,U,,,10.3,9,9,2016,,,
BARR,R,MM,DH,2,m,740,2,2790-34350,OCWA,,,,1,,,,,,,,,,,,,,8.4,9,15,2016,,,
BARR,0A,MM,CC,1,m,1030,19,2790-34350,OCWA,58,,43,0,,,N,N,N,N,6,1,,S,U,,,8.4,9,9,2016,,,
BARR,0A,MM,CC,1,m,1100,12A,2790-34351,DUFL,68,,,0,,,N,N,N,N,,2,1,,U,,,10.2,9,9,2016,,,P10<P5
BARR,R,MM,VM,2,m,750,7,2790-34352,WIWA,,,,0,,,,,,,,,,,,,,6.6,9,10,2016,,,
BARR,R,MM,JM,2,m,750,6,2790-34352,WIWA,,,,3,,,,,,,,,,,,,,9,9,20,2016,,,
BARR,R,KD,JT,2,m,840,2,2790-34352,WIWA,,,,0,,,,,,,,,,,,,,7.2,9,14,2016,,,
BARR,R,MM,JH,2,m,1020,Z3,2790-34352,WIWA,,,,4,,,,,,,,,,,,,,9.3,9,21,2016,,,
BARR,0A,MM,CC,1,m,1100,2,2790-34352,WIWA,57,,47,0,,,N,N,N,N,,2,1,,M,P,,7,9,9,2016,,,
BARR,0A,MM,CC,1,m,1100,17,2790-34353,WIWA,57,,49,2,,,N,N,N,N,,2,1,,M,P,,8.5,9,9,2016,,,
BARR,0A,MM,CC,1,m,1100,N,2790-34354,WIWA,58,,50,1,,,N,N,N,N,,2,1,,M,P,,7.3,9,9,2016,,,
BARR,0A,MM,HD,1,m,710,BN,2790-34355,WIWA,56,,46,1,,,N,N,N,N,,2,1,,F,P,,7.6,9,10,2016,,,
BARR,R,NG,MG,2,m,740,8,2790-34355,WIWA,,,,2,,,,,,,,,,,,,,,9,13,2016,,,
BARR,R,MM,ST,2,m,910,Z1,2790-34355,WIWA,,,,2,,,,,,,,,,,,,,7.5,9,11,2016,,,
BARR,0A,MM,VM,1,m,740,12,2790-34356,OCWA,63,,49,0,,,N,N,N,N,,1,A,,F,P,,8.6,9,10,2016,,,
BARR,0A,MM,VM,1,m,810,19,2790-34357,RCKI,60,,46,0,,,N,N,N,N,,2,1,,F,P,,6,9,10,2016,,,
BARR,R,MM,ST,2,m,710,6,2790-34358,WIWA,,,,0,,,,,,,,,,,,,,7.3,9,11,2016,,,
BARR,0A,MM,VM,1,m,810,19,2790-34358,WIWA,56,,48,0,,,N,N,N,N,,2,1,,F,P,,7.3,9,10,2016,,,
BARR,R,MM,MG,2,m,740,8,2790-34359,WIWA,,,,0,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,GM,1,m,810,N,2790-34359,WIWA,57,,47,0,,,N,N,N,N,,2,1,,M,P,,7.5,9,10,2016,,,
BARR,R,NG,MG,2,m,740,19,2790-34360,WIWA,,,,1,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,GM,1,m,910,N1,2790-34360,WIWA,54,,50,0,,,N,N,N,N,,1,A,,F,P,,,9,10,2016,,,
BARR,0A,MM,GM,1,m,910,6,2790-34361,WIWA,56,,47,1,,,N,N,N,N,,2,1,,F,P,,7.5,9,10,2016,,,
BARR,0A,MM,GM,1,m,910,19,2790-34362,WIWA,55,,50,0,,,N,N,N,N,,1,A,,F,P,,6.6,9,10,2016,,,
BARR,0A,MM,VM,1,m,940,7,2790-34363,WIWA,54,,47,0,,,N,N,N,N,,2,1,,F,P,,7,9,10,2016,,,
BARR,R,MM,MG,2,m,710,6,2790-34364,OCWA,,,,2,,,,,,,,,,,,,,8.8,9,13,2016,,,
BARR,0A,MM,VM,1,m,940,11,2790-34364,OCWA,57,,49,0,,,N,N,N,N,,1,A,,F,P,,8.3,9,10,2016,,,
BARR,R,MM,HJ,2,m,1140,19,2790-34364,OCWA,,,,3,,,,,,,,,,,,,,9.4,9,15,2016,,,
BARR,0A,MM,VM,1,m,940,N,2790-34365,OCWA,58,,47,0,,,N,N,N,N,,1,A,,F,P,,8.3,9,10,2016,,,
BARR,0A,MM,VM,1,m,940,BN,2790-34366,RCKI,60,,45,0,,,N,N,N,N,2,2,,S,F,P,,5.6,9,10,2016,,,
BARR,0A,MM,VM,1,m,1040,11A,2790-34367,WIWA,57,,51,0,,,N,N,N,N,,2,1,,M,P,,7.8,9,10,2016,,,
BARR,0A,MM,VM,1,m,1040,11A,2790-34368,TOWA,68,,52,1,,,N,N,N,N,,1,A,,M,P,,,9,10,2016,,,
BARR,0A,MM,VM,1,m,1040,11,2790-34369,WIWA,57,,49,1,,,N,N,N,N,,1,A,,M,P,,8.4,9,10,2016,,,
BARR,0A,MM,VM,1,m,1040,12,2790-34370,OCWA,62,,48,0,,,N,N,N,N,2,2,,S,M,P,,8.4,9,10,2016,,,
BARR,R,KD,JT,2,m,710,19,2790-34371,WIWA,,,,2,,,,,,,,,,,,,,7.2,9,14,2016,,,
BARR,0A,MM,VM,1,m,1040,12,2790-34371,WIWA,55,,48,0,,,N,N,N,N,,2,A,,F,P,,6.9,9,10,2016,,,
BARR,0A,MM,VM,1,m,1110,N,2790-34372,WIWA,55,,46,1,,,N,N,N,N,,2,1,,F,P,,7.9,9,10,2016,,,
BARR,0A,MM,ME,1,m,1200,19,2790-34373,DUFL,63,,595,1,,,N,N,N,N,,2,1,,U,,,10.6,9,10,2016,,,P10<P5<P4
BARR,R,NG,MG,2,m,740,8,2790-34374,WIWA,,,,0,,,,,,,,,,,,,,7.3,9,13,2016,,,
BARR,0A,MM,ME,1,m,1200,19,2790-34374,WIWA,58,,51,0,,,N,N,N,N,,2,1,,M,P,,7.6,9,10,2016,,,
BARR,0A,ME,MM,1,m,1200,19,2790-34375,WIWA,56,,49,1,,,N,N,N,N,6,1,,S,F,P,,7,9,10,2016,,,
BARR,0A,MM,ST,1,s,710,7,2790-34376,HOWR,52,,46,0,,,2,8,4,N,,1,,M,U,,,10.6,9,11,2016,,,
BARR,0A,MM,ST,1,s,710,7,2790-34377,HOWR,51,,44,0,,,2,N,N,N,,2,1,,U,,,10.6,9,11,2016,,,
BARR,R,MM,ST,2,s,840,13,2790-34377,HOWR,,,,0,,,3,N,N,N,,,,,,,,10.4,9,11,2016,,,
BARR,0A,MM,ST,1,m,710,7,2790-34378,WIWA,57,,47,0,,,N,N,N,N,,2,1,,F,P,,7.3,9,11,2016,,,
BARR,R,NG,MG,2,m,740,7,2790-34378,WIWA,,,,0,,,,,,,,,,,,,,,9,13,2016,,,
BARR,R,KD,JT,2,m,810,8,2790-34378,WIWA,,,,2,,,,,,,,,,,,,,7.6,9,14,2016,,,
BARR,R,MM,MG,2,m,1010,19,2790-34378,WIWA,,,,3,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,ST,1,m,710,7,2790-34379,WIWA,58,,47,0,,,1,N,N,N,,1,A,,M,P,,6.9,9,11,2016,,,
BARR,R,NG,MG,2,m,740,8,2790-34379,WIWA,,,,1,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,ST,1,m,740,Z4,2790-34380,WIWA,59,,52,0,,,N,N,N,N,6,1,,S,M,P,,7.6,9,11,2016,,,
BARR,0A,MM,ST,1,m,740,7,2790-34381,WIWA,59,,50,1,,,N,N,N,N,,2,1,,F,P,,7.2,9,11,2016,,,
BARR,0A,MM,ST,1,m,740,7,2790-34382,OCWA,61,,48,0,,,N,N,N,N,,2,1,,M,P,,8.6,9,11,2016,,,
BARR,0A,MM,ST,1,m,740,8,2790-34383,RCKI,61,,47,0,,,N,N,N,N,2,2,,S,M,P,,6,9,11,2016,,,
BARR,0A,MM,ST,1,m,740,8,2790-34384,WIWA,56,,44,0,,,N,N,N,N,,2,1,,F,P,,,9,11,2016,,,
BARR,R,MM,MG,2,m,740,7,2790-34384,WIWA,,,,1,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,ST,1,m,740,6,2790-34385,WIWA,54,,46,0,,,N,N,N,N,,1,A,,F,P,,6.7,9,11,2016,,,
BARR,0A,MM,ST,1,m,740,6,2790-34386,WIWA,57,,48,0,,,N,N,N,N,2,2,,S,F,P,,8.4,9,11,2016,,,
BARR,0A,MM,ST,1,m,740,19,2790-34387,WIWA,56,,46,0,,,N,N,N,N,,2,1,,M,P,,6.8,9,11,2016,,,
BARR,0A,MM,ST,1,s,740,N1,2790-34388,HOWR,50,,44,0,,,3,N,N,N,,2,1,,U,,,11.2,9,11,2016,,,
BARR,R,NG,MG,2,m,740,19,2790-34389,OCWA,,,,0,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,ST,1,m,810,8,2790-34389,OCWA,62,,48,0,,,N,N,N,N,6,1,,S,M,P,,9.2,9,11,2016,,,
BARR,0A,MM,ST,1,m,810,E2,2790-34390,WIWA,59,,50,1,,,N,N,N,N,,2,1,,M,P,,8.1,9,11,2016,,,
BARR,R,MM,JT,2,m,1140,12,2790-34390,WIWA,,,,3,,,,,,,,,,,,,,8.7,9,14,2016,,,
BARR,R,CH,MG,2,m,710,Z4,2790-34391,WIWA,,,,,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,ST,1,m,840,19,2790-34391,DUFL,69,,62,0,,,N,N,N,N,,2,1,,U,,,10.6,9,11,2016,,,
BARR,R,MM,MG,2,m,840,,2790-34391,DUFL,,,,0,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,ST,1,m,840,Z3,2790-34392,WIWA,60,,52,0,,,N,N,N,N,,1,A,,M,P,,7.6,9,11,2016,,,
BARR,R,NG,MG,2,m,840,7,2790-34392,WIWA,,,,0,,,,,,,,,,,,,,,9,13,2016,,,
BARR,0A,MM,ST,1,m,840,6,2790-34393,WIWA,56,,49,0,,,N,N,N,N,6,1,,S,F,P,,7.1,9,11,2016,,,
BARR,0A,MM,ST,1,s,840,11A,2790-34394,HOWR,54,,47,0,,,N,N,N,N,6,1,,S,U,,,11.2,9,11,2016,,,
BARR,0A,MM,ST,1,m,910,2,2790-34395,WIWA,54,,50,2,,,N,N,N,N,6,1,,S,F,P,,7.4,9,11,2016,,,
BARR,0A,MM,ST,1,m,910,2,2790-34396,WIWA,57,,49,1,,,N,N,N,N,,1,A,,F,P,,7.5,9,11,2016,,,
BARR,0A,MM,ST,1,m,910,4,2790-34397,WIWA,58,,50,0,,,N,N,N,N,,1,A,,M,P,,7.2,9,11,2016,,,
BARR,R,MM,JM,2,m,720,7,2790-34398,WIWA,,,,2,,,,,,,,,,,,,,8.6,9,20,2016,,,
BARR,0A,MM,ST,1,m,910,7,2790-34398,WIWA,55,,50,0,,,N,N,N,N,,2,1,,M,P,,7.7,9,11,2016,,,
BARR,R,MM,FH,2,m,1030,19,2790-34398,WIWA,,,,2,,,,,,,,,,,,,,8.7,9,16,2016,,,
BARR,R,MM,JT,2,m,1140,14,2790-34398,WIWA,,,,2,,,,,,,,,,,,,,8.4,9,14,2016,,,
BARR,0A,MM,ST,1,m,910,,2790-34399,WIWA,57,,49,0,,,N,N,N,N,6,1,,S,F,P,,7.7,9,11,2016,,,
BARR,0A,MM,ST,1,m,1010,14,2790-34400,WIWA,57,,51,1,,,N,N,N,N,6,1,,S,F,P,,7.8,9,11,2016,,,
BARR,0A,MM,MG,1,m,710,N1,2790-52501,OCWA,60,,50,0,,,N,N,N,N,2,2,,S,F,P,,8.1,9,13,2016,,,
BARR,R,KD,JT,2,m,740,7,2790-52501,OCWA,,,,0,,,,,,,,,,,,,,8,9,14,2016,,,
BARR,R,MM,GM,2,m,740,8,2790-52501,OCWA,,,,3,,,,,,,,,,,,,,8.9,9,18,2016,,,
BARR,R,MM,JT,2,m,750,7,2790-52501,OCWA,,,,4,,,,,,,,,,,,,,10.7,9,21,2016,,,
BARR,R,MM,FH,2,m,800,3,2790-52501,WIWA,,,,1,,,,,,,,,,,,,,8.2,9,16,2016,,,
BARR,R,MM,HJ,2,m,940,7,2790-52501,OCWA,,,,1,,,,,,,,,,,,,,8.9,9,17,2016,,,
BARR,0A,NG,MG,1,m,710,Z3,2790-52502,WIWA,57,,50,0,,,N,N,N,N,,1,A,,F,P,,8,9,13,2016,,,
BARR,R,ME,HJ,2,m,710,6,2790-52502,WIWA,,,,3,,,,,,,,,,,,,,8.5,9,17,2016,,,
BARR,R,MM,JM,2,m,720,8,2790-52502,WIWA,,,,3,,,,,,,,,,,,,,9.7,9,20,2016,,,
BARR,R,MM,HJ,2,m,1140,7,2790-52502,WIWA,,,,2,,,,,,,,,,,,,,8.5,9,15,2016,,,
BARR,0A,MM,MG,1,m,710,Z4,2790-52503,WIWA,56,,48,1,,,N,N,N,N,,2,1,,F,P,,7.3,9,13,2016,,,
BARR,R,MM,FH,2,m,700,8,2790-52504,OCWA,,,,0,,,,,,,,,,,,,,8.8,9,16,2016,,,
BARR,0A,NG,MG,1,m,710,3,2790-52504,OCWA,58,,45,0,,,N,N,N,N,,1,A,,F,P,,8.2,9,13,2016,,,
BARR,R,KD,JH,2,m,710,N1,2790-52504,OCWA,,,,0,,,,,,,,,,,,,,8.3,9,14,2016,,,
BARR,R,ME,HJ,2,m,910,4,2790-52504,OCWA,,,,2,,,,,,,,,,,,,,9.6,9,17,2016,,,
BARR,0A,NG,MG,1,m,710,4,2790-52505,WIWA,55,,49,0,,,N,N,N,N,,1,A,,F,P,,8.5,9,13,2016,,,
BARR,0A,MM,MG,1,m,710,7,2790-52506,WIWA,55,,50,1,,,N,N,N,N,,2,1,,M,P,,7.2,9,13,2016,,,
BARR,0A,NG,MG,1,m,710,8,2790-52507,WIWA,58,,46,0,,,N,N,N,N,,2,1,,M,P,,7.7,9,13,2016,,,
BARR,0A,NG,MG,1,m,710,8,2790-52508,AMRE,61,,53,0,,,N,N,N,N,,1,A,,F,P,,8.1,9,13,2016,,,
BARR,0A,NG,MG,1,m,710,8,2790-52509,WIWA,53,,47,0,,,N,N,N,N,,2,1,,M,P,,7,9,13,2016,,,
BARR,R,MM,JT,2,m,740,6,2790-52509,WIWA,,,,0,,,,,,,,,,,,,,7,9,14,2016,,,
BARR,R,MM,DH,2,m,740,19,2790-52509,WIWA,,,,1,,,,,,,,,,,,,,6.9,9,15,2016,,,
BARR,R,MM,FH,2,m,1000,8,2790-52509,WIWA,,,,0,,,,,,,,,,,,,,6.9,9,16,2016,,,
BARR,0A,NG,MG,1,m,710,8,2790-52510,WIWA,56,,49,0,,,N,N,N,N,,2,1,,M,P,,,9,13,2016,,,
BARR,R,MM,MG,2,m,740,8,2790-52510,WIWA,,,,2,,,,,,,,,,,,,,7.8,9,17,2016,,,
BARR,R,MM,JH,2,m,840,7,2790-52510,WIWA,,,,0,,,,,,,,,,,,,,7.3,9,14,2016,,,
BARR,0A,NG,MG,1,m,710,19,2790-52511,WIWA,55,,,2,,,N,N,N,N,,1,A,,F,P,,,9,13,2016,,,
BARR,R,MM,JT,2,m,710,6,2790-52511,WIWA,,,,1,,,,,,,,,,,,,,7.5,9,14,2016,,,
BARR,0A,NG,MG,1,m,710,20,2790-52512,WIWA,64,,,2,,,N,N,N,N,,1,A,,M,P,,,9,13,2016,,,
BARR,R,MM,FH,2,m,830,5,2790-52512,WIWA,,,,2,,,3,N,N,N,,,,,,,,8.7,9,16,2016,,,
BARR,0A,MM,MG,1,m,740,8,2790-52513,OCWA,63,,49,0,,,N,N,N,N,,0,,,M,P,,,9,13,2016,,,
BARR,0A,MM,MG,1,m,740,8,2790-52514,OCWA,63,,49,1,,,N,N,N,N,2,2,,S,M,P,,8.9,9,13,2016,,,
BARR,0A,NG,MG,1,m,740,7,2790-52515,WIWA,53,,,1,,,N,N,N,N,,2,1,,M,P,,,9,13,2016,,,
BARR,R,MM,JC,2,m,840,19,2790-52515,WIWA,,,,2,,,,,,,,,,,,,,7.3,9,15,2016,,,
BARR,R,KD,JH,2,m,710,N,2790-52516,WIWA,,,,1,,,,,,,,,,,,,,8.2,9,14,2016,,,
BARR,0A,MM,MG,1,m,740,8,2790-52516,WIWA,58,,51,0,,,N,N,N,N,,2,1,,M,P,,,9,13,2016,,,
BARR,R,KD,JT,2,m,1040,E2,2790-52516,WIWA,,,,0,,,,,,,,,,,,,,8,9,14,2016,,,
BARR,0A,MM,MG,1,m,740,6,2790-52517,WIWA,56,,49,1,,,N,N,N,N,,1,A,,F,P,,,9,13,2016,,,
BARR,R,MM,JT,2,m,740,6,2790-52517,WIWA,,,,1,,,,,,,,,,,,,,7,9,14,2016,,,
BARR,R,MM,FH,2,m,900,6,2790-52517,WIWA,,,,2,,,,,,,,,,,,,,7.7,9,16,2016,,,
BARR,R,MM,JT,2,m,710,11,2790-52518,WIWA,,,,0,,,,,,,,,,,,,,6.9,9,14,2016,,,
BARR,R,MM,FH,2,m,730,5,2790-52518,WIWA,,,,0,,,,,,,,,,,,,,6.9,9,16,2016,,,
BARR,0A,NG,MM,1,m,740,6,2790-52518,WIWA,53,,,0,,,N,N,N,N,,2,1,,F,P,,,9,13,2016,,,
BARR,0A,MM,MG,1,m,740,6,2790-52519,WIWA,54,,47,0,,,N,N,N,N,,1,A,,F,P,,,9,13,2016,,,
BARR,0A,NG,MG,1,m,740,7,2790-52520,WIWA,52,,,0,,,N,N,N,N,,2,1,,F,P,,,9,13,2016,,,
BARR,R,KD,JT,2,m,740,7,2790-52520,WIWA,,,,1,,,,,,,,,,,,,,7.1,9,14,2016,,,
BARR,R,MM,DH,2,m,830,3,2790-52520,WIWA,,,,0,,,,,,,,,,,,,,7.3,9,15,2016,,,
BARR,R,MM,JT,2,m,710,2,2790-52521,WIWA,,,,0,,,,,,,,,,,,,,7,9,14,2016,,,
BARR,0A,MM,MG,1,m,740,7,2790-52521,WIWA,59,,50,0,,,N,N,N,N,,2,1,,M,P,,,9,13,2016,,,
BARR,R,MM,HJ,2,m,810,5,2790-52521,WIWA,,,,0,,,,,,,,,,,,,,6.9,9,15,2016,,,
BARR,0A,MM,MG,1,m,740,7,2790-52522,WIWA,57,,49,1,,,N,N,N,N,,2,1,,M,P,,,9,13,2016,,,
BARR,0A,NG,MG,1,m,740,7,2790-52523,WIWA,54,,,0,,,N,N,N,N,,2,1,,F,P,,,9,13,2016,,,
BARR,R,MM,FH,2,m,930,Z2,2790-52523,WIWA,,,,0,,,,,,,,,,,,,,,9,16,2016,,,
BARR,0A,MM,MG,1,m,740,7,2790-52524,WIWA,59,,50,1,,,N,N,N,N,,1,A,,M,P,,,9,13,2016,,,
BARR,0A,NG,MG,1,m,740,7,2790-52525,WIWA,54,,,0,,,N,N,N,N,,2,1,,F,P,,,9,13,2016,,,
BARR,0A,MM,MG,1,m,740,7,2790-52526,WIWA,58,,50,2,,,N,N,N,N,,1,A,,M,P,,,9,13,2016,,,
BARR,R,KD,JT,2,m,1040,E2,2790-52526,WIWA,,,,2,,,,,,,,,,,,,,8.4,9,14,2016,,,
BARR,0A,NG,MG,1,m,740,8,2790-52527,WIWA,53,,,0,,,N,N,N,N,,2,1,,F,P,,,9,13,2016,,,
BARR,R,KD,JT,2,m,740,E1,2790-52527,WIWA,,,,1,,,,,,,,,,,,,,7,9,14,2016,,,
BARR,0A,MM,MG,1,m,740,7,2790-52528,WIWA,59,,50,1,,,N,N,N,N,,1,A,,M,P,,,9,13,2016,,,
BARR,0A,NG,MG,1,m,740,8,2790-52529,WIWA,54,,,0,,,N,N,N,N,,2,1,,M,P,,,9,13,2016,,,
BARR,R,KD,JM,2,m,720,7,2790-52530,WIWA,,,,3,,,,,,,,,,,,,,8.6,9,21,2016,,,
BARR,R,MM,FH,2,m,730,19,2790-52530,WIWA,,,,0,,,,,,,,,,,,,,7.4,9,16,2016,,,
BARR,0A,MM,MG,1,m,740,7,2790-52530,WIWA,58,,51,2,,,N,N,N,N,,1,A,,M,P,,,9,13,2016,,,
BARR,0A,MM,MG,1,m,740,7,2790-52531,WIWA,57,,49,1,,,N,N,N,N,,2,1,,F,P,,,9,13,2016,,,
