Station,Band Size,Bander,Recorder,Capture,Res vs Mig,Time,Net,Band #,Species,Chord,Flat Wing,Tail,Fat,BP,CP,B-molt,P-molt,S-molt,T-molt,Skull,Age,How aged,How aged,Sex,How sexed,How sexed,Weight,Month,Day,Year,Culmen,Bill Width,Notes
BARR,1,,,1,w,1000,6,2001-10798,ORJU,,,,0,,,,,,,1,2,2,,M,P,,,10,19,1991,,,
BARR,1,,,1,w,1000,2,2001-10799,ORJU,,,,1,,,N,N,N,N,,2,3,,U,,,,10,19,1991,,,
BARR,1,,,1,w,800,1,2001-10800,SCJU,77,,68,0,,,N,N,N,N,1,2,2,,U,,,18.1,10,20,1991,,,
BARR,3B,,,1,p,,,2003-55701,AMKE,195,,,,,,,,,,,6,A,,M,P,,,1,26,1999,,,
BARR,3B,,,1,p,,,2003-55702,AMKE,184,,,,,,,,,,,6,A,,M,P,,,1,28,1999,,,
BARR,3B,,,1,p,,,2003-55805,AMKE,201,,,,,,,,,,,1,,,F,P,,140.6,1,22,1995,,,136TH NR. US 85
BARR,3B,,,1,p,1000,,2003-55808,AMKE,197,,,,,,,,,,,5,H,,M,P,,122.2,1,24,1995,,,BRIGHTON WAL-MART
BARR,3B,,,1,p,1030,,2003-55809,AMKE,197,,,,,,,,,,,5,H,,M,P,,123.4,1,24,1995,,,PICCADILLY & 128TH
BARR,3B,,,1,p,1100,,2003-55810,AMKE,186,,,,,,,,,,,6,A,,M,P,,108.7,1,24,1995,,,152ND NR. GUN CLUB
BARR,3B,,,1,p,1120,,2003-55811,AMKE,208,,,,,,,,,,,1,,,F,P,,125.6,1,24,1995,,,"HARVEST, 1.5 MI N 128TH"
BARR,3B,,,1,p,740,,2003-55812,AMKE,201,,,,,,,,,,,1,,,F,P,,118.6,1,25,1995,,,132ND W OF I-76
BARR,3B,,,1,p,910,,2003-55813,AMKE,187,,,,,,,,,,,6,R,,F,P,,134.3,1,25,1995,,,PICCADILLY @ BARR LAKE
BARR,3B,,,1,p,730,,2003-55814,AMKE,193,,,,,,,,,,,5,H,,M,P,,117.1,1,26,1995,,,GUN CLUB & 160TH
BARR,3B,,,1,p,1040,,2003-55815,AMKE,185,,,,,,,,,,,5,H,,M,P,,112,1,26,1995,,,BARR LAKE ENTRANCE
BARR,3B,,,1,p,820,,2003-55816,AMKE,197,,,,,,,,,,,5,H,,M,P,,136.2,1,27,1995,,,BRIGHTON K-MART
BARR,3B,,,1,p,830,,2003-55817,AMKE,201,,,,,,,,,,,6,R,,F,P,,,1,28,1995,,,US 85 S OF RT. 7; ESCAPED
BARR,3B,,,1,p,1030,,2003-55823,AMKE,199,,,,,,,,,,,5,H,,M,P,,114.8,2,5,1995,,,"BROMLEY NR. 22ND, BRIGHTON; CAUGHT W/#24"
BARR,3B,,,1,p,1040,,2003-55824,AMKE,192,,,,,,,,,,,1,,,F,P,,133.8,2,5,1995,,,"BROMLEY NR. 22ND, BRIGHTON; CAUGHT W/#23"
BARR,3B,,,1,p,1430,,2003-55827,AMKE,192,,,,,,,,,,,1,,,M,P,,125.7,2,5,1995,,,160TH & HIMALAYA; BACK BARRING & CHEST SPOTTING DISAGREE
BARR,3B,,,1,p,1440,,2003-55828,AMKE,185,,,,,,,,,,,1,,,M,P,,116.4,2,5,1995,,,"160TH, 1 MI W HIMALAYA"
BARR,3B,,,1,p,1410,,2003-55829,AMKE,198,,,,,,,,,,,5,H,,M,P,,121,2,15,1995,,,BROMLEY & I-76
BARR,3B,,,1,p,1440,,2003-55830,AMKE,198,,,,,,,,,,,6,R,,F,P,,109.4,2,15,1995,,,"CHAMBERS, 0.5 MI. N OF 144TH"
BARR,3B,,,1,p,1230,,2003-55834,AMKE,212,,,,,,,,,,,1,,,F,P,,137.2,2,18,1995,,,160TH & TELLURIDE
BARR,3B,,,1,p,1410,,2003-55835,AMKE,190,,,,,,,,,,,1,,,M,P,,110.9,2,18,1995,,,"SABLE BLVD & 140TH, S OF BRIGHTON"
BARR,3B,,,1,p,1440,,2003-55836,AMKE,199,,,,,,,,,,,1,,,F,P,,126.8,2,18,1995,,,144TH & CHAMBERS; SEEN COPULATING IMMEDIATELY B4 CAPTURE W/ BANDED MALE (SY)
BARR,3B,,,1,p,1310,,2003-55848,AMKE,188,,,,,,,,,,,5,H,,M,P,,106.6,4,30,1995,,,PICCADILLY RD NR 120TH
BARR,3B,,,1,p,1340,,2003-55849,AMKE,190,,,,,,,,,,,6,A,,M,P,,112.1,4,30,1995,,,120TH NR. GUN CLUB RD
BARR,3B,,,1,p,1410,,2003-55850,AMKE,185,,,,0,,,,,,,1,,,F,P,,129,4,30,1995,,,120TH & POWHATON
BARR,3B,,,1,p,1410,,2003-55851,AMKE,195,,,,0,,,,,,,1,,,F,P,,130.3,4,30,1995,,,POWHATON S OF 120TH
BARR,3B,,,1,p,1430,,2003-55852,AMKE,202,,,,0,,,,,,,1,,,F,P,,134.5,4,30,1995,,,POWHATON N OF 120TH
BARR,3B,,,1,p,1450,,2003-55853,AMKE,192,,,,0,,,,,,,1,,,F,P,,119.1,4,30,1995,,,POWHATON N OF 152ND
BARR,3B,,,1,p,1750,,2003-55854,AMKE,179,,,,,,,,,,,5,H,,M,P,,115.1,4,30,1995,,,126TH NR TOWER
BARR,3B,,,1,p,1920,,2003-55855,AMKE,191,,,,,,,,,,,1,,,F,P,,126,4,30,1995,,,BROMLEY NR TELLURIDE
BARR,3B,,,1,p,1410,,2003-55856,AMKE,201,,,,,,,,,,,6,A,,M,P,,,1,8,1996,,,132 NEAR SABLES
BARR,3B,,,1,p,1610,,2003-55857,AMKE,196,,,,,,,,,,,6,A,,F,P,,,1,9,1996,,,144 BETWEEN CHAMBERS/I76
BARR,3B,,,1,p,1620,,2003-55858,AMKE,189,,,,,,,,,,,6,A,,M,P,,,1,9,1996,,,144TH/I76
BARR,3B,,,1,p,950,,2003-55862,AMKE,188,,,,,,,,,,,6,A,,M,P,,,1,12,1996,,,GUN CLUB 1 MILE NORTH OF 128
BARR,3B,,,1,p,1000,,2003-55863,AMKE,183,,,,,,,,,,,5,H,,M,P,,,1,12,1996,,,GUN CLUB @ 152
BARR,3B,,,1,p,1050,,2003-55866,AMKE,193,,,,,,,,,,,6,R,,M,P,,,1,14,1996,,,ARSENAL EAST SIDE BETWEEN 88TH&96TH
BARR,3B,,,1,s,1940,44,2003-55871,MODO,,,,,0,0,-,-,-,-,,1,A,,M,P,,,8,26,1996,,,OLD BREAK LEFT FOOT WHICH IS POINTING OUTWARD
BARR,3B,,,1,s,1940,,2003-55872,MODO,,,,,0,0,-,-,-,-,,4,J,,U,,,,8,26,1996,,,NESTLING IN NEST BY NETS IN WINDBREAK BY OFFICE
BARR,3B,,,1,s,1940,,2003-55873,MODO,,,,,0,0,-,-,-,-,,4,J,,U,,,,8,26,1996,,,NESTLING IN NEST BY NETS IN WINDBREAK BY OFFICE
BARR,3B,,,1,s,920,25,2003-55874,MODO,,,,0,0,0,4,A,A,A,,2,H,,U,,,77.9,8,27,1996,,,
BARR,3B,,,1,0,820,26,2003-55875,FLIN,165,,,1,0,0,1,N,N,N,,2,E,,M,P,,150.5,10,11,1996,,,"RED WHISKER, RED NAPE"
BARR,R,,,R,0,920,26,2003-55875,FLIN,166,,,1,0,0,2,N,N,N,0,1,,,M,,,153,10,18,1997,,,
BARR,3B,,,1,p,1440,,2003-55877,AMKE,,,,,,,,,,,,5,A,,M,P,,,2,12,1997,,,BUCKLEY/CAMERON
BARR,3B,,,1,p,930,,2003-55879,AMKE,194,,,,,,,,,,,6,A,,M,P,,,2,14,1997,,,136TH NEAR BRIGHTON
BARR,3B,,,1,p,1210,,2003-55890,AMKE,196,,,,,,,,,,,1,,,M,P,,,2,19,1997,,,"MAIN AND DENVER, IN BRIGHTON"
BARR,3B,,,1,p,1320,,2003-55891,AMKE,192,,,,,,,,,,,6,A,,M,P,,,2,19,1997,,,128TH .5MI FROM GUNCLUB
BARR,3B,,,1,p,1440,,2003-55892,AMKE,194,,,,,,,,,,,6,A,,M,P,,,2,19,1997,,,"HARVEST, .2MI FROM 152"
BARR,3B,,,1,p,1510,,2003-55893,AMKE,200,,,,,,,,,,,1,,,F,P,,,2,19,1997,,,"128TH, 1.6 MI FROM PICCADILLY"
BARR,3B,,,1,p,1520,,2003-55894,AMKE,188,,,,,,,,,,,1,,,M,P,,,2,19,1997,,,TOWER/128
BARR,3B,,,1,p,,,2003-55897,AMKE,205,,,,,,,,,,,1,A,,F,P,,,1,20,1999,,,
BARR,3B,,,1,p,,,2003-55898,AMKE,198,,,,,,,,,,,1,A,,F,P,,,1,24,1999,,,
BARR,3B,,,1,p,1150,20,2003-69201,RSFL,167,,,1,,,N,N,N,N,,0,,,F,P,,127,9,25,1995,,,
BARR,3B,,,1,p,750,12,2003-69202,BLJA,131,,,0,,,N,N,N,N,,2,H,,U,,,89.9,10,11,1995,,,
BARR,3B,,,1,p,900,9,2003-69203,RSFL,168,,,0,,,N,N,N,N,,1,E,,F,P,,146.6,10,16,1995,,,UPPER MANDIBLE DEFORMED
BARR,3B,,,1,p,900,19,2003-69204,AMKE,182,,,0,,,1,N,N,N,,2,H,,M,P,,,10,24,1995,,,
BARR,3B,,,1,p,930,,2003-69301,AMKE,185,,,,,,,,,,,1,A,,M,P,,,4,23,1997,,,
BARR,3B,,,1,p,900,,2003-69303,AMKE,195,,,,,,,,,,,1,,,F,P,,,10,23,1997,,,BLSP ENTRANCE
BARR,3B,MM,LJ,1,s,900,1,2003-69332,MODO,134,,,0,,,3,9,N,A,,2,1,,U,,,,8,17,2012,,,
BARR,3B,MM,JJ,1,p,1050,11,2003-69336,BBMA,198,,252,0,,,2,N,6,N,,0,,,U,,,,10,5,2015,,,
BARR,3B,MM,FH,1,s,700,2,2003-69337,MODO,,,,0,,,3,A,A,A,,2,J,,U,,,69.3,9,9,2016,,,Likely a family
BARR,3B,MM,CC,1,s,730,,2003-69338,MODO,,,,0,,,3,A,A,A,,2,J,,U,,,65.1,9,9,2016,,,Likely a family
BARR,3B,MM,CC,1,s,1100,7,2003-69339,MODO,132,,98,0,,,3,10,N,N,,2,J,,U,,,89.2,9,9,2016,,,Likely a family
BARR,1,,,1,p,850,33,2010-72801,HOFI,82,,64,1,9,9,N,N,N,N,3,2,H,,M,P,,19.7,11,5,1988,,,
BARR,1,,,1,w,1050,33,2010-72802,ATSP,76,,71,2,9,9,N,N,N,N,3,0,,,U,,,16.8,11,5,1988,,,
BARR,1,,,1,w,830,33,2010-72803,ATSP,80,,70,2,9,9,N,N,N,N,3,0,,,U,,,17.5,11,6,1988,,,
BARR,1,,,1,w,930,22,2010-72804,ATSP,72,,69,0,9,9,N,N,N,N,2,2,2,,F,4,,15,11,6,1988,,,
BARR,1,,,1,w,930,33,2010-72805,ATSP,730,,67,1,9,9,N,N,N,N,3,0,,,U,0,,15.5,11,6,1988,,,
BARR,1,,,1,w,930,33,2010-72806,ATSP,77,,72,1,9,9,N,N,N,N,3,0,,,U,,,16.5,11,6,1988,,,
BARR,1,,,1,w,930,33,2010-72807,ATSP,75,,74,1,9,9,N,N,N,N,3,0,,,U,,,16.7,11,6,1988,,,
BARR,1,,,1,w,1030,27,2010-72808,ORJU,73,,67,0,9,9,N,N,N,N,1,2,21,,U,,,15.2,11,6,1988,,,Female?
BARR,1,,,1,w,800,33,2010-72809,ORJU,75,,69,0,9,9,N,N,N,N,2,2,2,,U,,,17.5,11,7,1988,,,Inner gr cov brownish edged like terts
BARR,1,,,1,w,845,30,2010-72810,ORJU,80,,73,1,9,9,N,N,N,N,1,2,2,,M,4,,17.5,11,7,1988,,,Pink-sided
BARR,1,,,1,w,1010,33,2010-72811,ORJU,76,,72,0,9,9,N,N,N,N,2,2,2,,U,,,16.2,11,7,1988,,,Pink-sided
BARR,1,,,1,p,1045,33,2010-72812,HOFI,81,,67,1,9,9,Y,N,N,N,9,2,H,,M,P,,22.5,11,7,1988,,,Rump ptch = 30 x 20
BARR,1,,,1,m,1145,2,2010-72869,SOVI,72,,53,1,0,0,Y,N,N,N,1,2,2,,U,,,13.9,9,2,1989,,,"H & BACK UNIFORM GRAY-OLIVE, FLANKS YELLOW, THROAT BUFFY, P9<P5,  CHIN WHITE, UNDTAIL COV BANDED YELLOW ON CREAM"
BARR,1,,,1,m,920,9,2010-72870,MGWA,61,,63,0,0,0,Y,N,N,N,1,2,2,,U,,,13.5,9,3,1989,,,
BARR,1,,,1,m,650,5,2010-72871,OVEN,72,,53,2,0,0,N,N,N,N,1,2,21,,U,,,22.6,9,10,1989,,,SPONSOR JEAN VAN LOAN
BARR,1,,,1,m,900,9,2010-72872,LISP,57,,55,1,0,0,N,N,N,N,1,2,2,,U,,,14.8,9,10,1989,,,
BARR,1,,,1,m,745,8,2010-72873,DUFL,67,,66,1,0,0,N,N,N,N,1,2,12,,U,,,11.4,9,16,1989,,,"P10<05, P10=04, P9-P5=3"
BARR,1,,,1,m,1040,6,2010-72874,LISP,59,,57,3,0,0,N,N,N,N,1,2,2,,U,,,19,9,17,1989,,,
BARR,1,,,1,m,650,9,2010-72875,LISP,61,,54,2,0,0,N,N,N,N,1,2,2,,U,,,15.3,9,23,1989,,,
BARR,1,,,1,m,1000,9,2010-72876,LISP,64,,59,1,0,0,N,N,N,N,1,2,2,,U,,,14.9,9,23,1989,,,
BARR,1,,,1,w,730,9,2010-72877,UDEJ,75,,67,1,0,0,N,N,N,N,1,2,21,,U,,,18.4,9,24,1989,,,"BACK NOT CONTRASTING W/ HOOD, BUFFY SIDES, FAULT BARS, OREGON X  SLATE-COLORED"
BARR,1,,,1,w,730,7,2010-72878,UDEJ,72,,62,1,0,0,N,N,N,N,1,2,2,,F,4,,16.2,9,30,1989,,,
BARR,1,,,1,w,730,9,2010-72879,ORJU,71,,65,2,0,0,N,N,N,N,1,2,2,,F,4,,16.1,9,30,1989,,,
BARR,1,,,1,m,810,2,2010-72880,LISP,59,,,1,0,0,N,N,N,A,1,2,2,,U,,,13.6,9,30,1989,,,
BARR,1,,,1,m,745,4,2010-72881,REVI,70,,50,2,0,0,N,N,N,N,2,2,23,,U,,,19.4,10,7,1989,,,
BARR,1,,,1,w,710,7,2010-72882,SWSP,58,,57,1,0,0,N,N,N,N,1,2,2,,U,,,14.4,10,8,1989,,,
BARR,1,,,1,w,710,11,2010-72883,ORJU,72,,66,0,0,0,N,N,N,N,1,2,2,,F,4,,16.8,10,8,1989,,,PINK-SIDED
BARR,1,,,1,w,800,9,2010-72884,SWSP,57,,56,0,0,0,N,N,N,N,1,2,2,,U,,,14.3,10,8,1989,,,
BARR,1,,,1,m,930,12,2010-72885,LISP,59,,58,3,0,0,N,N,N,N,3,1,2,,U,,,18.9,10,8,1989,,,
BARR,1,,,1,w,930,9,2010-72886,ORJU,76,,67,1,0,0,N,N,N,N,1,2,2,,U,,,19.2,10,8,1989,,,R4 ALL DARK
BARR,1,,,1,w,930,8,2010-72887,ORJU,74,,68,0,0,0,N,N,N,N,1,2,2,,U,,,15.4,10,8,1989,,,R4 ALL DARK
BARR,1,,,1,w,830,12,2010-72888,UDEJ,73,,62,0,0,0,N,N,N,1,1,2,12,,U,,,16.1,10,14,1989,,,
BARR,1,,,1,w,830,12,2010-72889,ORJU,78,,70,1,0,0,N,N,N,N,1,2,2,,M,P,,17.7,10,14,1989,,,TUMOR ON LEFT CHEEK
BARR,1,,,1,w,745,12,2010-72890,ORJU,74,,66,0,0,0,N,N,N,N,1,2,12,,U,,,15.1,10,14,1989,,,PINK-SIDED
BARR,R,,,R,w,1030,4,2010-72890,ORJU,73,,67,0,0,0,Y,N,N,N,1,2,2,,F,1,,17.9,10,28,1989,,,PINK-SIDED
BARR,R,,,R,w,1030,4,2010-72890,ORJU,73,,67,0,0,0,Y,N,N,N,1,2,2,,F,P,,17.9,10,28,1989,,,PINK-SIDED
BARR,1,,,1,w,830,12,2010-72891,UDEJ,75,,67,0,0,0,N,N,N,N,1,2,12,,U,,,16.9,10,14,1989,,,
BARR,1,,,1,w,830,12,2010-72892,ORJU,79,,73,1,0,0,N,N,N,N,1,2,2,,F,P,,19.8,10,14,1989,,,PINK-SIDED
BARR,1,,,1,w,830,12,2010-72893,SCJU,79,,68,0,0,0,N,N,N,N,1,2,2,,M,41,,17.9,10,14,1989,,,
BARR,1,,,1,w,1130,5,2010-72894,ORJU,74,,68,1,0,0,N,N,N,N,1,2,2,,F,P,,15.8,10,14,1989,,,
BARR,1,,,1,w,1130,5,2010-72895,SCJU,79,,69,0,0,0,N,N,N,N,3,1,2,,U,,,19.7,10,14,1989,,,
BARR,1,,,1,w,1130,1,2010-72896,SWSP,61,,59,1,0,0,N,N,N,N,1,2,2,,U,,,19.1,10,14,1989,,,
BARR,1,,,1,w,1130,4,2010-72897,ORJU,72,,64,2,0,0,N,N,N,N,1,2,2,,F,P,,19.4,10,14,1989,,,
BARR,1,,,1,w,1130,5,2010-72898,ORJU,79,,68,1,0,0,N,N,N,N,1,2,2,,U,,,22.8,10,14,1989,,,PINK-SIDED
BARR,1,,,1,w,1130,5,2010-72899,ORJU,80,,65,0,0,0,N,N,N,N,1,2,2,,F,P,,17.6,10,14,1989,,,
BARR,1,,,1,w,1130,6,2010-72900,ORJU,71,,62,0,0,0,N,N,N,N,1,2,2,,F,P,,17.4,10,14,1989,,,
BARR,1,,,1,w,1230,12,2010-72901,ORJU,75,,65,1,0,0,N,N,N,N,3,1,2,,M,P,,19.2,10,14,1989,,,
BARR,1,,,1,w,730,8,2010-72902,ORJU,76,,69,0,0,0,N,N,N,N,1,2,2,,M,P,,17.7,10,21,1989,,,
BARR,1,,,1,w,730,8,2010-72903,SCJU,74,,67,1,0,0,N,N,N,N,3,1,2,,F,P,,17.6,10,21,1989,,,
BARR,1,,,1,w,730,9,2010-72904,ORJU,73,,64,0,0,0,N,N,N,N,1,2,2,,U,,,16,10,21,1989,,,POSSIBLE MALE DUE TO DARK HOOD
BARR,1,,,1,w,730,9,2010-72905,ORJU,75,,68,0,0,0,N,N,N,N,1,2,2,,F,P,,17.4,10,21,1989,,,
BARR,1,,,1,w,740,9,2010-72906,SWSP,55,,50,2,0,0,N,N,N,N,1,2,2,,U,,,16.9,10,22,1989,,,
BARR,1,,,1,w,845,1,2010-72907,SCJU,76,,65,1,0,0,N,N,N,N,1,2,2,,U,,,18.2,10,28,1989,,,
BARR,R,,,R,w,810,6,2010-72908,ORJU,78,,68,0,0,0,N,N,N,N,3,0,,,F,1,,18.8,10,27,1990,,,POSS HYBRID ORJUXSCJU
BARR,R,,,R,w,810,6,2010-72908,ORJU,78,,68,0,0,0,N,N,N,N,3,0,,,F,P,,18.8,10,27,1990,,,POSS HYBRID ORJUXSCJU
BARR,R,,,R,w,830,5,2010-72908,ORJU,77,,67,1,0,0,N,N,N,N,3,1,2,,F,1,,0,10,17,1990,,,
BARR,R,,,R,w,830,5,2010-72908,ORJU,77,,67,1,0,0,N,N,N,N,3,1,2,,F,P,,0,10,17,1990,,,
BARR,1,,,1,w,845,1,2010-72908,ORJU,80,,69,1,0,0,N,N,N,N,3,1,2,,M,14,,16.9,10,28,1989,,,
BARR,1,,,1,w,845,8,2010-72909,ORJU,77,,70,0,0,0,N,N,N,N,3,1,2,,U,,,17.3,10,28,1989,,,PINK-SIDED. POSSIBLE FEMALE
BARR,1,,,1,w,1030,5,2010-72910,ORJU,76,,67,1,0,0,N,N,N,N,3,1,2,,U,,,17.2,10,28,1989,,,PINK-SIDED
BARR,1,,,1,w,800,3,2010-72911,ORJU,76,,66,0,0,0,N,N,N,N,1,2,2,,U,,,17.9,10,29,1989,,,FEMALE?
BARR,1,,,1,w,730,6,2010-72912,ORJU,80,,72,2,0,0,N,N,N,N,1,2,2,,M,4,,18.2,11,4,1989,,,PINK-SIDED
BARR,1,,,1,w,730,6,2010-72913,WWJU,83,,75,2,0,0,N,N,N,N,1,2,2,,U,,,22.1,11,4,1989,,,
BARR,1,,,1,w,730,6,2010-72914,ORJU,73,,64,2,0,0,N,N,N,N,2,2,2,,F,14,,18.5,11,4,1989,,,
BARR,1,,,1,w,920,3,2010-72915,ORJU,74,,67,1,0,0,Y,N,N,N,1,2,2,,F,P,,18.2,11,5,1989,,,
BARR,1,,,1,m,920,,2011-08001,ROWR,,,,,,,,,,,0,2,,,U,,,17,9,3,1987,,,
BARR,1,,,1,m,930,,2011-08002,ROWR,,,,,,,,,,,0,2,,,U,,,,9,3,1987,,,
BARR,1,,,1,m,1100,,2011-08003,ROWR,,,,,,,,,,,3,1,,,U,,,,9,3,1987,,,
BARR,1,,,1,m,1500,,2011-08004,ROWR,,,,,,,,,,,3,1,,,U,,,,9,3,1987,,,
BARR,1,,,1,m,900,,2011-08005,LISP,,,,,,,,,,,3,1,,,U,,,0,9,13,1987,,,
BARR,1,,,1,m,1045,,2011-08006,MGWA,56,,,,,,,,,,,1,,,U,,,0,9,19,1987,,,
BARR,1,,,1,m,1045,,2011-08007,LISP,,,,,,,,,,,,1,,,U,,,0,9,20,1987,,,
BARR,1,,,1,m,730,,2011-08008,LISP,,,,,,,,,,,,2,,,U,,,0,9,20,1987,,,
BARR,1,,,1,m,830,,2011-08009,REVI,79,,,,,,,,,,,2,,,F,,,0,9,26,1987,,,
BARR,1,,,1,w,1000,,2011-08010,ORJU,75,,,0,,,,,,,,1,,,U,,,0,9,27,1987,,,
BARR,1,,,1,p,730,,2011-08011,SOSP,69,,70,,,,,,,,3,1,,,U,,,0,10,3,1987,,,
BARR,1,,,1,p,730,,2011-08012,SOSP,63,,72,,,,,,,,3,0,,,U,,,0,10,3,1987,,,
BARR,1,,,1,p,730,,2011-08013,SOSP,61,,67,,,,,,,,,0,,,U,,,0,10,3,1987,,,
BARR,1,,,1,m,730,,2011-08014,LISP,62,,60,,,,,,,,,0,,,U,,,0,10,3,1987,,,
BARR,1,,,1,m,730,,2011-08015,LISP,60,,55,,,,,,,,,2,,,U,,,0,10,3,1987,,,
BARR,1,,,1,m,730,,2011-08016,LISP,60,,57,,,,,,,,,2,,,U,,,0,10,3,1987,,,
BARR,1,,,1,m,730,,2011-08017,LISP,62,,56,,,,,,,,,1,,,U,,,0,10,10,1987,,,
BARR,1,,,1,m,810,,2011-08018,LISP,,,,,,,,,,,,0,,,U,,,0,10,10,1987,,,
BARR,1,,,1,w,830,,2011-08019,SWSP,,,,,,,,,,,,1,,,U,,,0,10,10,1987,,,
BARR,1,,,1,w,830,,2011-08020,SWSP,60,,56,,,,,,,,,2,,,U,,,0,10,18,1987,,,
BARR,1,,,1,w,710,,2011-08021,SWSP,60,,58,,,,,,,,,0,,,U,,,0,10,18,1987,,,
BARR,1,,,1,m,837,,2011-08022,LISP,58,,,,,1,Y,N,Y,N,,0,,,U,,,0,4,17,1988,,,YELLOW FLASHY GAPE
BARR,1,,,1,w,930,2,2011-08023,ORJU,74,,66,1,0,0,,,,,,5,13,,F,P,,0,4,18,1988,,,
BARR,1,,,1,w,830,2,2011-08024,GHJU,76,,73,,0,0,N,N,N,N,,5,H,,F,14,,0,4,25,1988,,,"4 RECT. 2ND COVERT CONTRAST, BROWN TERTS"
BARR,1,,,1,m,1030,1,2011-08025,LISP,60,,,,,,,,,,,1,,,U,,,0,5,5,1988,,,
BARR,1,,,1,m,800,11,2011-08026,LISP,61,,,2,0,0,N,N,N,Y,,1,,,U,,,0,5,7,1988,,,
BARR,R,,,R,m,800,6,2011-08026,LISP,63,,0,2,0,2,N,N,N,Y,0,1,,,U,,,20,5,8,1988,,,
BARR,1,,,1,w,1050,,2011-08027,GHJU,77,,,,0,1,N,N,N,N,,1,A,,U,,,0,5,7,1988,,,
BARR,1,,,1,m,800,1,2011-08028,LISP,65,,,2,0,2,Y,N,N,Y,,1,,,M,5,,20,5,8,1988,,,
BARR,1,,,1,m,1115,1,2011-08029,NOWA,75,,50,2,0,1,N,N,N,N,,1,,,U,,,17.5,5,8,1988,10,,
BARR,1,,,1,m,745,7,2011-08030,LISP,63,,58,2,0,1,N,N,N,N,,1,,,U,,,21,5,9,1988,,,
BARR,R,,,R,m,930,12,2011-08031,LAZB,72,,59,3,1,1,N,N,N,N,9,6,1,,M,1,,17,5,21,1988,,,GEORGE
BARR,R,,,R,m,930,12,2011-08031,LAZB,72,,59,3,1,1,N,N,N,N,9,6,A,,M,P,,17,5,21,1988,,,GEORGE
BARR,1,,,1,m,945,4,2011-08031,LAZB,72,,58,1,0,0,N,N,N,N,9,6,A,,M,P,,15,5,14,1988,,,SIDES OF HEAD AND UPPER BACK FRINGED WITH BROWN
BARR,1,,,1,m,700,11,2011-08032,LISP,67,,62,1,0,1,N,N,N,N,9,1,,,M,4,,,5,16,1988,,,
BARR,1,,,1,s,1030,12,2011-08033,TRES,116,,49,0,0,2,N,N,N,N,9,1,,,M,5,,,5,21,1988,,,
BARR,1,,,1,m,1100,3,2011-08034,VGSW,110,,45,2,0,2,N,N,N,N,9,1,,,M,P,,,5,21,1988,,,
BARR,1,,,1,s,1100,2,2011-08035,TRES,120,,59,2,0,2,N,N,N,N,9,1,,,M,P,,,5,21,1988,,,
BARR,1,,,1,m,1100,3,2011-08036,VGSW,107,,45,1,0,2,N,N,N,N,9,1,,,M,P,,,5,21,1988,,,
BARR,1,,,1,s,1100,3,2011-08037,CLSW,107,,51,0,0,2,N,N,N,N,9,1,,,M,P,,,5,21,1988,,,
BARR,1,,,1,m,645,3,2011-08038,NOWA,76,,51,1,0,0,-,-,-,-,9,1,,,U,,,,5,22,1988,,,
BARR,1,,,1,m,1015,1,2011-08043,LISP,65,,60,0,0,1,N,N,N,N,9,1,,,U,,,,5,28,1988,,,
BARR,1,,,1,m,1015,1,2011-08044,LISP,60,,55,0,0,1,N,N,N,N,9,1,,,U,,,,5,28,1988,,,
BARR,1,,,1,m,600,6,2011-08045,LISP,62,,57,3,0,1,N,N,N,N,9,1,,,U,,,,6,4,1988,,,
BARR,1,,,1,m,1045,6,2011-08046,LISP,59,,54,0,0,0,N,N,N,N,9,1,,,U,,,,6,4,1988,,,
BARR,1,,,1,m,1030,25,2011-08077,OVEN,74,,53,0,9,9,N,N,N,N,1,2,2,,U,,,18.5,8,27,1988,,,
BARR,1,,,1,m,915,32,2011-08078,MGWA,56,,58,2,0,0,N,N,N,N,1,2,2,,U,,,11.5,8,28,1988,,,
BARR,1,,,1,m,1015,32,2011-08079,MGWA,59,,52,0,9,9,N,N,N,N,1,2,2,,U,,,13,8,28,1988,,,FEMALE?
BARR,1,,,1,m,930,33,2011-08080,REVI,79,,53,1,9,9,N,N,N,N,1,2,23,,U,,,18,9,3,1988,,,
BARR,R,,,R,m,715,10,2011-08081,OVEN,76,,58,0,9,9,Y,N,N,N,1,2,2,,U,,,17,9,10,1988,,,RUSTY TERTIALS
BARR,R,,,R,m,945,29,2011-08081,OVEN,78,,56,2,9,9,Y,N,N,N,1,2,2,,U,,,18,9,11,1988,,,
BARR,1,,,1,m,1100,32,2011-08081,OVEN,77,,58,0,9,9,N,N,N,N,1,2,2,,U,,,17.5,9,3,1988,,,
BARR,1,,,1,m,730,32,2011-08082,MGWA,52,,51,1,9,9,N,N,N,N,1,2,2,,F,P,,,9,11,1988,,,
BARR,1,,,1,m,715,32,2011-08083,MGWA,60,,,2,9,9,N,N,N,N,1,2,12,,M,P,,13.5,9,4,1988,,,LOST TAIL
BARR,1,,,1,m,730,32,2011-08084,LISP,59,,58,3,9,9,N,N,N,N,1,2,2,,U,,,18,9,11,1988,,,
BARR,1,,,1,m,730,32,2011-08085,LISP,60,,58,0,9,9,N,N,N,N,1,2,2,,U,,,14,9,11,1988,,,
BARR,R,,,R,m,900,32,2011-08085,LISP,60,,58,1,9,9,N,N,N,N,1,2,2,,U,,,15.5,9,17,1988,,,
